DateHeure,Ville,Latitude,Longitude,Temperature,Humidite,Pression,VitesseVent,MeteoDescription,AQI,NO2,O3,PM10,PM2_5,JeuDonnees
2026-04-27 19:48:53.000000,Casablanca,33.5731,-7.5898,20.78,78.0,1008.0,2.68,scattered clouds,2.0,1.32,99.48,23.79,9.66,Entrainement
2026-04-27 19:49:36.000000,Rabat,34.0209,-6.8416,22.37,68.0,1007.0,2.06,clear sky,2.0,3.9,94.25,26.86,15.35,Entrainement
2026-04-27 19:49:44.000000,Marrakech,31.6295,-7.9811,21.98,64.0,1009.0,6.17,moderate rain,2.0,1.14,92.53,20.62,6.93,Entrainement
2026-04-27 19:49:53.000000,Fes,34.0331,-5.0003,23.08,73.0,1007.0,3.09,thunderstorm,2.0,1.75,66.18,26.97,7.16,Entrainement
2026-04-27 20:50:01.000000,Casablanca,33.5731,-7.5898,20.01,83.0,1009.0,3.6,light rain,2.0,1.41,96.77,24.56,9.85,Entrainement
2026-04-27 20:50:11.000000,Rabat,34.0209,-6.8416,20.37,83.0,1008.0,1.54,clear sky,2.0,3.86,90.91,26.21,15.05,Entrainement
2026-04-27 20:50:18.000000,Marrakech,31.6295,-7.9811,19.98,73.0,1010.0,4.63,moderate rain,2.0,1.31,89.9,18.75,6.64,Entrainement
2026-04-27 20:50:28.000000,Fes,34.0331,-5.0003,22.08,73.0,1007.0,3.09,thunderstorm,2.0,1.98,61.62,23.28,6.6,Entrainement
2026-04-27 22:43:08.000000,Casablanca,33.5731,-7.5898,20.0,83.0,1012.0,2.06,moderate rain,2.0,1.44,91.88,25.46,10.15,Entrainement
2026-04-27 22:43:17.000000,Rabat,34.0209,-6.8416,20.37,94.0,1009.0,5.66,light rain,2.0,3.09,87.29,23.84,14.14,Entrainement
2026-04-27 22:43:27.000000,Marrakech,31.6295,-7.9811,17.98,77.0,1012.0,4.63,moderate rain,2.0,1.36,86.11,16.91,6.28,Entrainement
2026-04-27 22:43:38.000000,Fes,34.0331,-5.0003,22.08,68.0,1007.0,3.6,thunderstorm,1.0,2.21,55.24,18.69,6.0,Entrainement
2026-04-28 09:21:31.000000,Casablanca,33.5731,-7.5898,18.95,77.0,1010.0,1.54,broken clouds,2.0,1.18,90.94,13.67,4.87,Entrainement
2026-04-28 09:21:37.000000,Rabat,34.0209,-6.8416,19.37,88.0,1010.0,4.12,mist,2.0,2.09,83.94,14.97,5.89,Entrainement
2026-04-28 09:21:44.000000,Marrakech,31.6295,-7.9811,14.98,94.0,1012.0,2.06,broken clouds,2.0,1.03,85.29,9.88,3.93,Entrainement
2026-04-28 09:21:52.000000,Fes,34.0331,-5.0003,19.08,77.0,1011.0,5.66,clear sky,1.0,2.14,44.78,14.06,6.14,Entrainement
2026-04-28 10:21:58.000000,Casablanca,33.5731,-7.5898,20.0,73.0,1011.0,1.54,broken clouds,2.0,1.04,92.62,13.17,4.82,Entrainement
2026-04-28 10:22:05.000000,Rabat,34.0209,-6.8416,21.37,78.0,1010.0,3.09,broken clouds,2.0,1.89,86.15,12.67,4.96,Entrainement
2026-04-28 10:22:11.000000,Marrakech,31.6295,-7.9811,15.0,88.0,1012.0,1.54,broken clouds,2.0,1.08,85.46,9.54,3.81,Entrainement
2026-04-28 10:22:18.000000,Fes,34.0331,-5.0003,19.08,77.0,1011.0,4.63,scattered clouds,1.0,1.61,53.39,12.22,5.58,Entrainement
2026-04-28 11:22:28.000000,Casablanca,33.5731,-7.5898,19.99,72.0,1011.0,1.34,overcast clouds,2.0,0.79,95.45,12.45,4.64,Entrainement
2026-04-28 11:22:34.000000,Rabat,34.0209,-6.8416,22.37,78.0,1011.0,3.09,broken clouds,2.0,1.54,89.66,10.48,4.08,Entrainement
2026-04-28 11:22:42.000000,Marrakech,31.6295,-7.9811,14.98,94.0,1012.0,1.54,broken clouds,2.0,1.01,86.25,8.82,3.58,Entrainement
2026-04-28 11:22:49.000000,Fes,34.0331,-5.0003,21.08,68.0,1011.0,2.57,light rain,2.0,0.72,77.29,9.36,4.6,Entrainement
2026-04-28 12:22:56.000000,Casablanca,33.5731,-7.5898,21.84,68.0,1011.0,2.57,broken clouds,2.0,0.63,96.66,12.42,4.66,Entrainement
2026-04-28 12:23:03.000000,Rabat,34.0209,-6.8416,22.37,78.0,1010.0,2.57,broken clouds,2.0,1.32,91.28,9.43,3.68,Entrainement
2026-04-28 12:23:09.000000,Marrakech,31.6295,-7.9811,17.98,82.0,1012.0,2.06,broken clouds,2.0,0.95,86.85,7.97,3.32,Entrainement
2026-04-28 12:23:16.000000,Fes,34.0331,-5.0003,22.08,64.0,1011.0,2.57,light rain,2.0,0.52,79.66,7.94,4.23,Entrainement
2026-04-28 13:23:22.000000,Casablanca,33.5731,-7.5898,22.01,68.0,1011.0,3.6,broken clouds,2.0,0.53,97.63,12.16,4.6,Entrainement
2026-04-28 13:23:28.000000,Rabat,34.0209,-6.8416,22.37,78.0,1010.0,3.09,broken clouds,2.0,1.18,92.81,8.99,3.58,Entrainement
2026-04-28 13:23:34.000000,Marrakech,31.6295,-7.9811,18.98,77.0,1011.0,2.57,broken clouds,2.0,0.87,87.37,7.29,3.08,Entrainement
2026-04-28 13:23:40.000000,Fes,34.0331,-5.0003,21.08,77.0,1010.0,3.6,scattered clouds,2.0,0.4,79.89,6.67,3.78,Entrainement
2026-04-28 14:23:47.000000,Casablanca,33.5731,-7.5898,22.01,68.0,1010.0,4.12,broken clouds,2.0,0.55,99.26,7.67,2.97,Entrainement
2026-04-28 14:23:53.000000,Rabat,34.0209,-6.8416,22.37,73.0,1010.0,4.12,broken clouds,2.0,0.8,95.45,6.59,2.68,Entrainement
2026-04-28 14:23:59.000000,Marrakech,31.6295,-7.9811,19.98,73.0,1011.0,3.09,broken clouds,2.0,0.67,90.43,8.11,3.37,Entrainement
2026-04-28 14:24:05.000000,Fes,34.0331,-5.0003,22.08,68.0,1009.0,3.09,broken clouds,2.0,0.18,89.28,11.2,4.92,Entrainement
2026-04-28 15:24:13.000000,Casablanca,33.5731,-7.5898,20.01,77.0,1010.0,4.12,broken clouds,3.0,0.45,100.05,7.61,3.06,Entrainement
2026-04-28 15:24:20.000000,Rabat,34.0209,-6.8416,22.37,73.0,1010.0,4.12,broken clouds,2.0,0.81,96.68,6.55,2.78,Entrainement
2026-04-28 15:24:27.000000,Marrakech,31.6295,-7.9811,20.98,68.0,1010.0,2.57,broken clouds,2.0,0.5,91.45,8.2,3.37,Entrainement
2026-04-28 15:24:34.000000,Fes,34.0331,-5.0003,23.08,64.0,1008.0,3.09,broken clouds,2.0,0.17,89.34,10.14,4.48,Entrainement
2026-04-28 16:24:40.000000,Casablanca,33.5731,-7.5898,19.01,82.0,1010.0,4.63,broken clouds,3.0,0.44,100.55,8.23,3.61,Entrainement
2026-04-28 16:24:47.000000,Rabat,34.0209,-6.8416,21.37,78.0,1009.0,3.6,broken clouds,2.0,0.95,97.69,7.01,3.24,Entrainement
2026-04-28 16:24:53.000000,Marrakech,31.6295,-7.9811,21.98,64.0,1009.0,2.57,broken clouds,2.0,0.44,91.45,8.49,3.51,Entrainement
2026-04-28 16:25:00.000000,Fes,34.0331,-5.0003,23.08,60.0,1007.0,3.09,light rain,2.0,0.19,88.58,9.05,4.15,Entrainement
2026-04-28 19:24:29.000000,Casablanca,33.5731,-7.5898,18.95,77.0,1010.0,3.09,broken clouds,3.0,1.05,100.08,13.49,7.47,Entrainement
2026-04-28 19:24:40.000000,Rabat,34.0209,-6.8416,19.37,88.0,1010.0,2.57,overcast clouds,2.0,2.49,97.66,12.6,7.35,Entrainement
2026-04-28 19:24:49.000000,Marrakech,31.6295,-7.9811,19.98,68.0,1009.0,3.09,broken clouds,2.0,0.95,91.25,7.02,3.24,Entrainement
2026-04-28 19:24:57.000000,Fes,34.0331,-5.0003,21.08,73.0,1009.0,4.12,light rain,2.0,0.58,85.2,5.9,3.08,Entrainement
2026-04-28 20:25:06.000000,Casablanca,33.5731,-7.5898,18.44,80.0,1011.0,2.68,broken clouds,2.0,1.28,97.7,14.96,8.19,Entrainement
2026-04-28 20:25:15.000000,Rabat,34.0209,-6.8416,18.37,94.0,1010.0,1.54,overcast clouds,2.0,2.71,95.17,14.43,8.13,Entrainement
2026-04-28 20:25:27.000000,Marrakech,31.6295,-7.9811,19.98,68.0,1009.0,2.06,broken clouds,2.0,1.15,88.88,6.57,2.91,Entrainement
2026-04-28 20:25:36.000000,Fes,34.0331,-5.0003,20.08,77.0,1010.0,3.6,moderate rain,2.0,1.15,74.82,5.33,2.92,Entrainement
2026-04-28 21:25:48.000000,Casablanca,33.5731,-7.5898,17.89,82.0,1011.0,2.06,overcast clouds,2.0,1.41,95.68,16.27,8.48,Entrainement
2026-04-28 21:25:59.000000,Rabat,34.0209,-6.8416,18.37,94.0,1011.0,2.06,overcast clouds,2.0,2.68,93.16,15.65,8.38,Entrainement
2026-04-28 21:26:08.000000,Marrakech,31.6295,-7.9811,19.98,68.0,1010.0,2.06,broken clouds,2.0,1.3,87.53,7.01,2.96,Entrainement
2026-04-28 21:26:18.000000,Fes,34.0331,-5.0003,19.08,88.0,1010.0,2.57,light rain,2.0,1.73,62.6,5.1,2.91,Entrainement
2026-04-28 22:26:31.000000,Casablanca,33.5731,-7.5898,17.89,82.0,1012.0,1.54,overcast clouds,2.0,1.46,94.33,17.07,8.41,Entrainement
2026-04-28 22:26:42.000000,Rabat,34.0209,-6.8416,18.37,94.0,1011.0,0.0,overcast clouds,2.0,2.58,91.42,16.18,8.32,Entrainement
2026-04-28 22:26:55.000000,Marrakech,31.6295,-7.9811,18.98,68.0,1011.0,4.63,broken clouds,2.0,1.38,86.47,7.57,3.13,Entrainement
2026-04-28 22:27:05.000000,Fes,34.0331,-5.0003,19.08,94.0,1011.0,2.57,broken clouds,1.0,2.01,54.47,4.94,2.88,Entrainement
2026-04-28 23:27:15.000000,Casablanca,33.5731,-7.5898,17.89,82.0,1012.0,1.54,overcast clouds,2.0,1.48,92.36,17.46,8.15,Entrainement
2026-04-28 23:27:28.000000,Rabat,34.0209,-6.8416,18.37,88.0,1011.0,1.54,light rain,2.0,2.54,88.71,15.65,8.1,Entrainement
2026-04-28 23:27:43.000000,Marrakech,31.6295,-7.9811,17.98,72.0,1012.0,3.6,broken clouds,2.0,1.41,84.62,7.75,3.22,Entrainement
2026-04-28 23:27:54.000000,Fes,34.0331,-5.0003,18.08,100.0,1011.0,4.12,light rain,1.0,2.12,48.27,4.87,2.84,Entrainement
2026-04-29 14:49:31.000000,Casablanca,33.5731,-7.5898,20.01,73.0,1012.0,2.57,scattered clouds,2.0,0.54,96.46,9.42,3.99,Entrainement
2026-04-29 14:49:37.000000,Rabat,34.0209,-6.8416,20.37,83.0,1012.0,2.06,broken clouds,2.0,1.1,97.38,6.84,4.3,Entrainement
2026-04-29 14:49:44.000000,Marrakech,31.6295,-7.9811,20.98,68.0,1009.0,2.06,broken clouds,2.0,0.22,94.75,6.51,2.35,Entrainement
2026-04-29 14:49:50.000000,Fes,34.0331,-5.0003,19.08,94.0,1010.0,3.6,light rain,2.0,0.27,82.54,4.74,3.03,Entrainement
2026-04-29 15:49:58.000000,Casablanca,33.5731,-7.5898,20.01,68.0,1011.0,2.57,scattered clouds,2.0,0.57,96.34,9.17,3.82,Entrainement
2026-04-29 15:50:08.000000,Rabat,34.0209,-6.8416,21.37,78.0,1012.0,2.57,broken clouds,2.0,1.12,98.33,6.94,4.38,Entrainement
2026-04-29 15:50:15.000000,Marrakech,31.6295,-7.9811,20.98,64.0,1009.0,2.06,broken clouds,2.0,0.25,93.85,6.87,2.56,Entrainement
2026-04-29 15:50:23.000000,Fes,34.0331,-5.0003,19.08,88.0,1010.0,3.09,broken clouds,2.0,0.28,83.76,4.85,3.36,Entrainement
2026-04-29 16:50:30.000000,Casablanca,33.5731,-7.5898,20.0,68.0,1011.0,2.57,scattered clouds,2.0,0.71,96.94,9.37,3.81,Entrainement
2026-04-29 16:50:36.000000,Rabat,34.0209,-6.8416,20.37,77.0,1011.0,3.09,scattered clouds,2.0,1.42,97.84,7.28,4.38,Entrainement
2026-04-29 16:50:42.000000,Marrakech,31.6295,-7.9811,21.98,60.0,1009.0,3.09,broken clouds,2.0,0.34,94.78,7.83,3.0,Entrainement
2026-04-29 16:50:49.000000,Fes,34.0331,-5.0003,20.08,82.0,1010.0,4.12,broken clouds,2.0,0.41,83.63,5.13,3.87,Entrainement
2026-04-29 17:50:57.000000,Casablanca,33.5731,-7.5898,20.0,68.0,1011.0,3.09,scattered clouds,2.0,0.93,97.15,9.96,3.91,Entrainement
2026-04-29 17:51:04.000000,Rabat,34.0209,-6.8416,20.37,77.0,1011.0,2.57,scattered clouds,2.0,2.04,95.73,7.77,4.32,Entrainement
2026-04-29 17:51:11.000000,Marrakech,31.6295,-7.9811,21.98,60.0,1008.0,2.06,broken clouds,2.0,0.5,95.11,9.25,3.58,Entrainement
2026-04-29 17:51:18.000000,Fes,34.0331,-5.0003,19.08,88.0,1010.0,3.6,broken clouds,2.0,0.68,81.33,5.5,4.4,Entrainement
2026-04-29 18:51:25.000000,Casablanca,33.5731,-7.5898,19.49,70.0,1012.0,3.09,scattered clouds,2.0,1.21,96.62,10.41,3.96,Entrainement
2026-04-29 18:51:32.000000,Rabat,34.0209,-6.8416,19.37,82.0,1012.0,2.57,scattered clouds,2.0,2.6,93.25,8.09,4.2,Entrainement
2026-04-29 18:51:39.000000,Marrakech,31.6295,-7.9811,22.0,60.0,1009.0,2.57,broken clouds,2.0,0.69,94.5,10.63,4.04,Entrainement
2026-04-29 18:51:46.000000,Fes,34.0331,-5.0003,19.08,88.0,1011.0,3.6,broken clouds,2.0,0.99,78.82,5.65,4.62,Entrainement
2026-04-29 19:51:55.000000,Casablanca,33.5731,-7.5898,18.95,72.0,1013.0,2.57,scattered clouds,2.0,1.71,94.0,10.83,3.95,Entrainement
2026-04-29 19:52:07.000000,Rabat,34.0209,-6.8416,19.37,82.0,1012.0,2.06,scattered clouds,2.0,3.05,90.4,8.26,4.09,Entrainement
2026-04-29 19:52:16.000000,Marrakech,31.6295,-7.9811,20.98,64.0,1009.0,2.06,broken clouds,2.0,0.98,91.16,11.48,4.2,Entrainement
2026-04-29 19:52:23.000000,Fes,34.0331,-5.0003,18.08,94.0,1011.0,3.6,broken clouds,2.0,1.51,73.7,5.67,4.64,Entrainement
2026-04-29 20:52:30.000000,Casablanca,33.5731,-7.5898,18.44,75.0,1014.0,2.57,scattered clouds,2.0,2.12,90.99,11.48,4.01,Entrainement
2026-04-29 20:52:37.000000,Rabat,34.0209,-6.8416,18.37,88.0,1014.0,2.57,scattered clouds,2.0,3.33,87.91,8.42,4.06,Entrainement
2026-04-29 20:52:44.000000,Marrakech,31.6295,-7.9811,20.98,68.0,1011.0,4.63,broken clouds,2.0,1.19,89.07,12.12,4.24,Entrainement
2026-04-29 20:52:50.000000,Fes,34.0331,-5.0003,17.08,100.0,1013.0,2.57,broken clouds,2.0,1.92,69.57,5.67,4.6,Entrainement
2026-04-30 09:24:44.000000,Casablanca,33.5731,-7.5898,18.95,72.0,1016.0,2.57,broken clouds,2.0,3.52,64.66,17.71,6.59,Entrainement
2026-04-30 09:24:56.000000,Rabat,34.0209,-6.8416,17.37,100.0,1016.0,2.57,scattered clouds,2.0,5.24,61.88,9.13,4.57,Entrainement
2026-04-30 09:25:10.000000,Marrakech,31.6295,-7.9811,15.98,88.0,1015.0,2.57,overcast clouds,2.0,2.75,69.68,13.72,4.2,Entrainement
2026-04-30 09:25:22.000000,Fes,34.0331,-5.0003,17.08,100.0,1016.0,2.06,broken clouds,1.0,1.93,43.63,5.44,3.03,Entrainement
2026-04-30 11:27:02.000000,Casablanca,33.5731,-7.5898,20.01,73.0,1016.0,3.09,scattered clouds,2.0,3.12,74.85,18.56,7.43,Entrainement
2026-04-30 11:27:10.000000,Rabat,34.0209,-6.8416,20.37,73.0,1016.0,2.57,broken clouds,2.0,4.37,74.17,9.38,4.9,Entrainement
2026-04-30 11:27:17.000000,Marrakech,31.6295,-7.9811,17.98,82.0,1015.0,1.54,overcast clouds,2.0,2.28,77.85,12.71,4.0,Entrainement
2026-04-30 11:27:25.000000,Fes,34.0331,-5.0003,19.08,82.0,1015.0,2.06,broken clouds,2.0,0.96,70.54,5.92,2.78,Entrainement
2026-04-30 12:27:35.000000,Casablanca,33.5731,-7.5898,20.01,68.0,1016.0,3.6,scattered clouds,2.0,2.82,79.16,18.92,7.74,Entrainement
2026-04-30 12:27:45.000000,Rabat,34.0209,-6.8416,21.37,64.0,1016.0,3.6,broken clouds,2.0,3.67,78.73,9.35,5.02,Entrainement
2026-04-30 12:27:53.000000,Marrakech,31.6295,-7.9811,16.98,82.0,1015.0,2.57,overcast clouds,2.0,1.62,82.56,12.35,3.94,Entrainement
2026-04-30 12:28:01.000000,Fes,34.0331,-5.0003,19.08,88.0,1015.0,1.54,broken clouds,2.0,0.7,76.75,5.59,2.61,Entrainement
2026-04-30 15:54:39.000000,Casablanca,33.5731,-7.5898,21.01,60.0,1016.0,4.12,scattered clouds,2.0,1.1,95.24,12.39,6.21,Entrainement
2026-04-30 15:54:47.000000,Rabat,34.0209,-6.8416,21.37,68.0,1016.0,4.12,scattered clouds,2.0,1.54,92.41,7.81,4.48,Entrainement
2026-04-30 15:54:54.000000,Marrakech,31.6295,-7.9811,22.98,64.0,1014.0,1.03,broken clouds,2.0,0.26,99.61,6.66,2.42,Entrainement
2026-04-30 15:55:01.000000,Fes,34.0331,-5.0003,20.08,82.0,1014.0,2.57,broken clouds,2.0,0.51,80.75,3.26,1.91,Entrainement
2026-04-30 16:55:07.000000,Casablanca,33.5731,-7.5898,20.78,60.0,1016.0,4.12,scattered clouds,2.0,1.3,95.29,10.9,5.81,Entrainement
2026-04-30 16:55:13.000000,Rabat,34.0209,-6.8416,20.37,64.0,1016.0,3.6,scattered clouds,2.0,1.73,92.64,7.25,4.12,Entrainement
2026-04-30 16:55:19.000000,Marrakech,31.6295,-7.9811,23.98,53.0,1013.0,2.57,broken clouds,2.0,0.36,99.59,7.84,3.02,Entrainement
2026-04-30 16:55:25.000000,Fes,34.0331,-5.0003,20.08,82.0,1014.0,2.57,broken clouds,2.0,0.73,76.13,3.19,1.98,Entrainement
2026-04-30 17:55:33.000000,Casablanca,33.5731,-7.5898,20.0,60.0,1017.0,4.12,broken clouds,2.0,1.66,94.22,9.65,5.25,Entrainement
2026-04-30 17:55:40.000000,Rabat,34.0209,-6.8416,20.37,64.0,1017.0,3.6,scattered clouds,2.0,2.12,92.94,6.69,3.73,Entrainement
2026-04-30 17:55:48.000000,Marrakech,31.6295,-7.9811,24.98,50.0,1014.0,2.06,broken clouds,2.0,0.57,96.89,9.39,3.83,Entrainement
2026-04-30 17:55:55.000000,Fes,34.0331,-5.0003,19.08,82.0,1014.0,3.6,broken clouds,2.0,1.1,69.15,3.33,2.15,Entrainement
2026-04-30 18:12:03.368949,Marrakech,31.6295,-7.9811,24.98,50.0,1014.0,2.06,broken clouds,2.0,0.57,96.89,9.39,3.83,Entrainement
2026-04-30 18:12:03.368949,Rabat,34.0209,-6.8416,20.36,64.0,1017.0,3.6,scattered clouds,2.0,2.12,92.94,6.69,3.73,Entrainement
2026-04-30 18:56:03.000000,Casablanca,33.5731,-7.5898,20.0,64.0,1017.0,3.6,few clouds,2.0,1.99,93.14,8.84,4.68,Entrainement
2026-04-30 18:56:10.000000,Rabat,34.0209,-6.8416,19.37,68.0,1017.0,3.09,scattered clouds,2.0,2.49,92.65,6.03,3.26,Entrainement
2026-04-30 18:56:18.000000,Marrakech,31.6295,-7.9811,23.98,53.0,1014.0,2.06,scattered clouds,2.0,0.84,92.85,10.33,4.36,Entrainement
